model,0,intro_bug,0.001857873,
model,1,intro_bug,0.002322341,
model,2,intro_bug,0.002322341,
model,3,intro_bug,0.000464468,
model,4,intro_bug,0,
model,5,intro_bug,0.000464468,
model,6,intro_bug,0.002786809,
model,7,intro_bug,0.002322341,
model,8,intro_bug,0.002322341,
model,9,intro_bug,0,
model,10,intro_bug,0.002322341,
model,11,intro_bug,0.004644682,
model,12,intro_bug,0.001393405,
model,13,intro_bug,0.000928936,
model,14,intro_bug,0.000928936,
model,15,intro_bug,0.000464468,
model,16,intro_bug,0.000464468,
model,17,intro_bug,0.00510915,
model,18,intro_bug,0.000928936,
model,19,intro_bug,0.000464468,
model,20,intro_bug,0.001393405,
model,21,intro_bug,0.006038086,
model,22,intro_bug,0.001393405,
model,23,intro_bug,0.001393405,
model,24,intro_bug,0.000464468,
model,25,intro_bug,0,
model,26,intro_bug,0.003715745,
model,27,intro_bug,0.002322341,
model,28,intro_bug,0.002786809,
model,29,intro_bug,0.002322341,
model,30,intro_bug,0.009753832,
model,31,intro_bug,0.001393405,
model,32,intro_bug,0.001393405,
model,33,intro_bug,0.000464468,
model,34,intro_bug,0.001857873,
model,35,intro_bug,0.004644682,
model,36,intro_bug,0.002322341,
average,,,0.002058724,
std,,,0.001939377,
,,,,0.001911536
,,,,0.001800721
