model,0,intro_bug,0.00046425255338904364
model,1,intro_bug,0.0009285051067780873
model,2,intro_bug,0.002785515320334262
model,3,intro_bug,0.0
model,4,intro_bug,0.00046425255338904364
model,5,intro_bug,0.0
model,6,intro_bug,0.0
model,7,intro_bug,0.0
model,8,intro_bug,0.00046425255338904364
model,9,intro_bug,0.0
model,10,intro_bug,0.0
model,11,intro_bug,0.0009285051067780873
model,12,intro_bug,0.0
model,13,intro_bug,0.00046425255338904364
model,14,intro_bug,0.0018570102135561746
model,15,intro_bug,0.0
model,16,intro_bug,0.0
model,17,intro_bug,0.00046425255338904364
model,18,intro_bug,0.00046425255338904364
model,19,intro_bug,0.00046425255338904364
model,0,intro_bug,0.002692307692307692
model,1,intro_bug,0.007032967032967033
model,2,intro_bug,0.008626373626373626
model,3,intro_bug,0.004395604395604396
model,4,intro_bug,0.0035164835164835165
model,5,intro_bug,0.0026373626373626374
model,6,intro_bug,0.0033516483516483515
model,7,intro_bug,0.002032967032967033
model,8,intro_bug,0.0035164835164835165
model,9,intro_bug,0.0013736263736263737
model,10,intro_bug,0.004945054945054945
model,11,intro_bug,0.003901098901098901
model,12,intro_bug,0.002032967032967033
model,13,intro_bug,0.0023626373626373627
model,14,intro_bug,0.006758241758241758
model,15,intro_bug,0.003241758241758242
model,16,intro_bug,0.0027472527472527475
model,17,intro_bug,0.005494505494505495
model,18,intro_bug,0.001978021978021978
model,19,intro_bug,0.003901098901098901
model,20,intro_bug,0.0024175824175824176
model,21,intro_bug,0.011318681318681318
model,22,intro_bug,0.001978021978021978
model,23,intro_bug,0.0029670329670329672
model,24,intro_bug,0.0027472527472527475
model,25,intro_bug,0.002087912087912088
model,26,intro_bug,0.0023626373626373627
model,27,intro_bug,0.01054945054945055
model,28,intro_bug,0.0025824175824175825
model,29,intro_bug,0.002197802197802198
model,30,intro_bug,0.0026373626373626374
model,31,intro_bug,0.0018131868131868133
model,32,intro_bug,0.011538461538461539
model,33,intro_bug,0.002032967032967033
model,34,intro_bug,0.0019230769230769232
model,35,intro_bug,0.0031318681318681318
model,36,intro_bug,0.0035714285714285713
model,37,intro_bug,0.0024725274725274724
model,38,intro_bug,0.0024175824175824176
model,39,intro_bug,0.003021978021978022
model,40,intro_bug,0.0025274725274725277
model,41,intro_bug,0.0024725274725274724
model,42,intro_bug,0.002307692307692308
model,43,intro_bug,0.00478021978021978
model,44,intro_bug,0.0025274725274725277
model,45,intro_bug,0.0016483516483516484
model,46,intro_bug,0.001978021978021978
model,47,intro_bug,0.0022527472527472526
model,48,intro_bug,0.008186813186813188
model,49,intro_bug,0.0024175824175824176
