21.58504653,1.1428146,0.957399103,TRUE,1,,,,,,,
29.45816779,1.236877,0.997757848,TRUE,1,,,,,,,
32.3733108,1.179393,0.99103139,TRUE,1,,,,,,,
20.51432371,1.1660599,0.995515695,TRUE,1,,,,,,,
22.80321336,1.1592779,1,TRUE,1,,,,,,,
11.82957935,1.1720084,0.943946188,TRUE,1,,,,,,,
19.63833523,1.2126025,0.995515695,TRUE,1,,,,,,,
37.1603272,1.2152961,1,TRUE,1,,,,,,,
32.97328758,1.205627,0.997757848,TRUE,1,,,,,,,
13.89670587,1.1842588,0.997757848,TRUE,1,,,,,,,
12.17405701,1.1619282,0.952914798,TRUE,1,,,,,,,
7.974656582,1.2168291,0.883408072,TRUE,1,,,,,,,
23.79869008,1.174299,0.997757848,TRUE,1,,,,,,,
20.48426962,1.2127023,0.997757848,TRUE,1,,,,,,,
13.42699075,1.2419254,0.977578475,TRUE,1,,,,,,,
9.554131746,1.2041416,0.903587444,TRUE,1,,,,,,,
22.36318636,1.1914842,0.995515695,TRUE,1,,,,,,,
55.79942107,1.1376146,0.997757848,TRUE,1,,,,,,,
9.848943472,1.1991097,0.869955157,TRUE,1,,,,,,,
42.41247034,1.2781491,0.99103139,TRUE,1,,,,,,,
43.88738179,1.2601962,1,TRUE,1,,,,,,,
34.38909221,1.1698949,1,TRUE,1,,,,,,,
17.70857835,1.1648402,0.986547085,TRUE,1,,,,,,,
36.14290118,1.1902924,1,TRUE,1,,,,,,,
43.26374745,1.217505,1,TRUE,1,,,,,,,
16.74288845,1.1349213,0.995515695,TRUE,1,,,,,,,
12.77637291,1.2037082,0.997757848,TRUE,1,,,,,,,
27.79052711,1.1995486,0.995515695,TRUE,1,,,,,,,
21.18534923,1.1508722,0.979820628,TRUE,1,,,,,,,
73.12930155,1.239891,0.979820628,TRUE,1,,,,,,,
63.04699111,1.2393645,0.977578475,TRUE,1,,,,,,,
33.68267345,1.1540347,0.984304933,TRUE,1,,,,,,,
24.80658603,1.1711531,1,TRUE,1,,,,,,,
21.62287211,1.1629059,0.995515695,TRUE,1,,,,,,,
21.58661294,1.1652504,0.959641256,TRUE,1,,,,,,,
27.2816577,1.2094266,1,TRUE,1,,,,,,,
11.17027974,1.1956493,0.941704036,TRUE,1,,,,,,,
13.62692356,1.2334256,0.856502242,TRUE,1,,,,,,,
15.40849495,1.235483,0.988789238,TRUE,1,,,,,,,
26.87137008,1.1933905,0.995515695,TRUE,1,,,,,,,
27.95559239,1.2743686,1,TRUE,1,,,144.9688828,1.4298759,1,TRUE,0.998404255
18.81073022,1.1697072,0.993273543,TRUE,1,,,112.799135,1.42679,0.995515695,TRUE,0.956914894
17.16794968,1.1508852,1,TRUE,1,,,101.2613826,1.5556589,0.946188341,TRUE,0.970744681
36.886549,1.1558229,0.993273543,TRUE,1,,,110.7923558,1.5083723,1,TRUE,0.999202128
30.52596736,1.2046589,0.997757848,TRUE,1,,,134.2918901,1.3769711,1,TRUE,0.995478723
46.20814753,1.1916671,0.997757848,TRUE,1,,,99.72216201,1.3495196,0.959641256,TRUE,0.956382979
24.3339529,1.2021952,1,TRUE,1,,,203.8387723,1.3647703,0.993273543,TRUE,0.986702128
12.5522213,1.1787523,0.914798206,TRUE,1,,,101.6221626,1.4273559,0.977578475,TRUE,0.958244681
13.11899877,1.1879051,0.997757848,TRUE,1,,,123.4658992,1.2768735,0.928251121,TRUE,0.954787234
11.96025276,1.1684599,0.937219731,TRUE,1,,,144.5499346,1.3642836,1,TRUE,0.984042553
,,,,,,,,,,,
runtime,mae,RE,,,,,,,,,
25.71420156,1.193371488,0.978206278,,1,,,127.7312577,1.40804711,0.980044843,,0.976090426
13.88192782,0.034074384,0.035457328,,0,,,30.18333288,0.076446607,0.025016836,,0.017722208
